ID,Severidad,Módulo,Mensaje,Detalles,Timestamp
IAM-001,CRITICAL,iam,Usuario con privilegios administrativos: ConectorCloud,"{""user_id"": ""2d5502377631460c9601244670a8aa1c"", ""user_name"": ""ConectorCloud"", ""permissions_source"": ""group:admin""}",2025-07-06T00:33:41.186569
IAM-001,CRITICAL,iam,Usuario con privilegios administrativos: diegogarone,"{""user_id"": ""08450e873d00f5051fefc01364c4b18b"", ""user_name"": ""diegogarone"", ""permissions_source"": ""group:admin""}",2025-07-06T00:33:41.186760
IAM-001,CRITICAL,iam,Usuario con privilegios administrativos: emilianosilva,"{""user_id"": ""ab66dc6fc98745bfa87f539d8e64aca2"", ""user_name"": ""emilianosilva"", ""permissions_source"": ""group:admin""}",2025-07-06T00:33:41.186836
IAM-001,CRITICAL,iam,Usuario con privilegios administrativos: Florencia Pavon,"{""user_id"": ""e84771c7285a47939e6895479962ddd0"", ""user_name"": ""Florencia Pavon"", ""permissions_source"": ""group:admin""}",2025-07-06T00:33:41.186904
IAM-001,CRITICAL,iam,Usuario con privilegios administrativos: globo,"{""user_id"": ""5ade0315e9ba4045b063df938541c286"", ""user_name"": ""globo"", ""permissions_source"": ""group:admin""}",2025-07-06T00:33:41.186977
IAM-001,CRITICAL,iam,Usuario con privilegios administrativos: Julian Vazzano,"{""user_id"": ""0563f1d7034343cfa595eeb58b633b99"", ""user_name"": ""Julian Vazzano"", ""permissions_source"": ""group:power_user""}",2025-07-06T00:33:41.187050
IAM-001,CRITICAL,iam,Usuario con privilegios administrativos: Nicolas Alcorta,"{""user_id"": ""7b342f3b84144b048b37ade414729bf7"", ""user_name"": ""Nicolas Alcorta"", ""permissions_source"": ""group:admin""}",2025-07-06T00:33:41.187124
IAM-001,CRITICAL,iam,Usuario con privilegios administrativos: Nicolas Villafane,"{""user_id"": ""0e3c90608486441a87cfd710156eab73"", ""user_name"": ""Nicolas Villafane"", ""permissions_source"": ""group:admin""}",2025-07-06T00:33:41.187196
IAM-001,CRITICAL,iam,Usuario con privilegios administrativos: SManoni,"{""user_id"": ""8cb2fc59f63a4af3ab47710e48b5b551"", ""user_name"": ""SManoni"", ""permissions_source"": ""group:admin""}",2025-07-06T00:33:41.187272
IAM-001,CRITICAL,iam,Usuario con privilegios administrativos: us_gustavo-dpetrasso-acamuzzigas-dcom-dar,"{""user_id"": ""6b31f9905d88499985c003f0db251a05"", ""user_name"": ""us_gustavo-dpetrasso-acamuzzigas-dcom-dar"", ""permissions_source"": ""group:admin""}",2025-07-06T00:33:41.187341
IAM-001,CRITICAL,iam,Usuario con privilegios administrativos: VeeamBackup_Huawei,"{""user_id"": ""affb4d6b5a13438a869b0d5ab6df958d"", ""user_name"": ""VeeamBackup_Huawei"", ""permissions_source"": ""group:power_user""}",2025-07-06T00:33:41.187412
NET-004,CRITICAL,network,Puertos críticos expuestos a Internet en LA-Santiago - SG «Sys-default» (0 instancias),"{""security_group"": ""Sys-default"", ""rule_id"": ""5c110f38-80ff-4b59-a533-41ec30523d93"", ""port_range"": ""22-22"", ""exposed_ports"": [""22 (SSH)""], ""assigned_instances"": 0, ""protocol"": ""tcp"", ""region"": ""LA-Santiago""}",2025-07-06T00:33:51.707755
NET-004,CRITICAL,network,Puertos críticos expuestos a Internet en LA-Santiago - SG «Sys-default» (0 instancias),"{""security_group"": ""Sys-default"", ""rule_id"": ""68644bb2-52b6-46eb-9833-21c7f52e7963"", ""port_range"": ""3389-3389"", ""exposed_ports"": [""3389 (RDP)""], ""assigned_instances"": 0, ""protocol"": ""tcp"", ""region"": ""LA-Santiago""}",2025-07-06T00:33:51.708021
NET-004,CRITICAL,network,Puertos críticos expuestos a Internet en CN-Hong Kong - SG «default» (0 instancias),"{""security_group"": ""default"", ""rule_id"": ""3f7bc5ab-eea8-49e6-8a72-563c73352e06"", ""port_range"": ""22-22"", ""exposed_ports"": [""22 (SSH)""], ""assigned_instances"": 0, ""protocol"": ""tcp"", ""region"": ""CN-Hong Kong""}",2025-07-06T00:34:05.423034
NET-004,CRITICAL,network,Puertos críticos expuestos a Internet en CN-Hong Kong - SG «default» (0 instancias),"{""security_group"": ""default"", ""rule_id"": ""551f3791-e5d3-47d7-9fa8-acab1012e6c3"", ""port_range"": ""3389-3389"", ""exposed_ports"": [""3389 (RDP)""], ""assigned_instances"": 0, ""protocol"": ""tcp"", ""region"": ""CN-Hong Kong""}",2025-07-06T00:34:05.423267
COMP-004,CRITICAL,compliance,CIS 2.1 - Cloud Trace Service no configurado,{},2025-07-06T00:34:22.227587
IAM-013,HIGH,iam,Contraseñas sin expiración configurada,"{""current_setting"": ""Las contraseñas nunca expiran""}",2025-07-06T00:33:35.649355
NET-002,HIGH,network,Subnet pública sin justificación en LA-Santiago: Subnet_QA,"{""subnet_id"": ""1366a887-7df0-4bf6-a833-da0ee15d53f3"", ""cidr"": ""172.27.132.0/23"", ""region"": ""LA-Santiago"", ""gateway_ip"": ""172.27.132.1""}",2025-07-06T00:33:48.956556
NET-002,HIGH,network,Subnet pública sin justificación en LA-Santiago: Subnet_MGMT,"{""subnet_id"": ""16f2c86f-5ed6-4dab-9fb1-d4c177fead36"", ""cidr"": ""172.27.136.0/23"", ""region"": ""LA-Santiago"", ""gateway_ip"": ""172.27.136.1""}",2025-07-06T00:33:48.956770
NET-002,HIGH,network,Subnet pública sin justificación en LA-Santiago: subnet-t2,"{""subnet_id"": ""1eb45074-7b9d-441c-bb9f-2b041bba1768"", ""cidr"": ""172.27.253.128/26"", ""region"": ""LA-Santiago"", ""gateway_ip"": ""172.27.253.129""}",2025-07-06T00:33:48.956903
NET-002,HIGH,network,Subnet pública sin justificación en LA-Santiago: subnet-t1,"{""subnet_id"": ""3aa3fc41-f86e-420b-bf09-8ca21551883c"", ""cidr"": ""172.27.253.0/25"", ""region"": ""LA-Santiago"", ""gateway_ip"": ""172.27.253.1""}",2025-07-06T00:33:48.957023
NET-002,HIGH,network,Subnet pública sin justificación en LA-Santiago: Subnet_KUBERNETES,"{""subnet_id"": ""484fff5c-27b4-4d31-b84e-c7cf4594c697"", ""cidr"": ""172.27.138.0/28"", ""region"": ""LA-Santiago"", ""gateway_ip"": ""172.27.138.1""}",2025-07-06T00:33:48.957115
NET-002,HIGH,network,Subnet pública sin justificación en LA-Santiago: subnet-t3,"{""subnet_id"": ""55240377-601c-4bd5-ac25-f465ecae3727"", ""cidr"": ""172.27.253.192/26"", ""region"": ""LA-Santiago"", ""gateway_ip"": ""172.27.253.193""}",2025-07-06T00:33:48.957196
