ID,Severidad,Mensaje,Detalles,Timestamp
IAM-010,LOW,Cuenta de servicio identificada: VeeamBackup_Huawei,"{'user_id': 'affb4d6b5a13438a869b0d5ab6df958d', 'user_name': 'VeeamBackup_Huawei', 'recommendation': 'Considerar usar IAM Agency en lugar de usuario para servicios'}",2025-08-18T01:23:03.831938
IAM-002,CRITICAL,Usuario administrador sin MFA: ConectorCloud,"{'user_id': '2d5502377631460c9601244670a8aa1c', 'user_name': 'ConectorCloud'}",2025-08-18T01:23:04.665456
IAM-001,CRITICAL,Usuario con acceso administrador: ConectorCloud,"{'user_id': '2d5502377631460c9601244670a8aa1c', 'user_name': 'ConectorCloud', 'permission_sources': ['group:admin'], 'groups': ['admin']}",2025-08-18T01:23:08.447421
IAM-001,HIGH,Usuario con acceso a múltiples servicios privilegiados: ConectorCloud,"{'user_id': '2d5502377631460c9601244670a8aa1c', 'user_name': 'ConectorCloud', 'privileged_services': ['vpc', 'iam', 'iam_admin', 'ecs'], 'count': 4, 'groups': ['admin']}",2025-08-18T01:23:08.447665
IAM-006,HIGH,Usuario con permisos excesivos: ConectorCloud,"{'user_id': '2d5502377631460c9601244670a8aa1c', 'user_name': 'ConectorCloud', 'excessive_actions': ['vpc:*', 'ecs:*', '*:*:*', 'iam:*'], 'groups': ['admin']}",2025-08-18T01:23:08.447811
IAM-001,CRITICAL,Usuario con acceso administrador: diegogarone,"{'user_id': '08450e873d00f5051fefc01364c4b18b', 'user_name': 'diegogarone', 'permission_sources': ['group:admin'], 'groups': ['admin']}",2025-08-18T01:23:09.883898
IAM-001,HIGH,Usuario con acceso a múltiples servicios privilegiados: diegogarone,"{'user_id': '08450e873d00f5051fefc01364c4b18b', 'user_name': 'diegogarone', 'privileged_services': ['vpc', 'iam', 'iam_admin', 'ecs'], 'count': 4, 'groups': ['admin']}",2025-08-18T01:23:09.884094
IAM-006,HIGH,Usuario con permisos excesivos: diegogarone,"{'user_id': '08450e873d00f5051fefc01364c4b18b', 'user_name': 'diegogarone', 'excessive_actions': ['vpc:*', 'ecs:*', '*:*:*', 'iam:*'], 'groups': ['admin']}",2025-08-18T01:23:09.884164
IAM-001,CRITICAL,Usuario con acceso administrador: emilianosilva,"{'user_id': 'ab66dc6fc98745bfa87f539d8e64aca2', 'user_name': 'emilianosilva', 'permission_sources': ['group:admin'], 'groups': ['admin']}",2025-08-18T01:23:10.648326
IAM-001,HIGH,Usuario con acceso a múltiples servicios privilegiados: emilianosilva,"{'user_id': 'ab66dc6fc98745bfa87f539d8e64aca2', 'user_name': 'emilianosilva', 'privileged_services': ['vpc', 'iam', 'iam_admin', 'ecs'], 'count': 4, 'groups': ['admin']}",2025-08-18T01:23:10.648522
