ID,Severidad,Mensaje,Detalles,Timestamp
IAM-010,LOW,Cuenta de servicio identificada: VeeamBackup_Huawei,"{'user_id': 'affb4d6b5a13438a869b0d5ab6df958d', 'user_name': 'VeeamBackup_Huawei', 'recommendation': 'Considerar usar IAM Agency en lugar de usuario para servicios'}",2025-08-18T17:01:35.317360
IAM-002,CRITICAL,Usuario administrador sin MFA: ConectorCloud,"{'user_id': '2d5502377631460c9601244670a8aa1c', 'user_name': 'ConectorCloud'}",2025-08-18T17:01:36.040418
IAM-001,CRITICAL,Usuario con acceso administrador: ConectorCloud,"{'user_id': '2d5502377631460c9601244670a8aa1c', 'user_name': 'ConectorCloud', 'permission_sources': ['group:admin'], 'groups': ['admin']}",2025-08-18T17:01:39.656963
IAM-001,HIGH,Usuario con acceso a múltiples servicios privilegiados: ConectorCloud,"{'user_id': '2d5502377631460c9601244670a8aa1c', 'user_name': 'ConectorCloud', 'privileged_services': ['iam_admin', 'ecs', 'vpc', 'iam'], 'count': 4, 'groups': ['admin']}",2025-08-18T17:01:39.657249
IAM-006,HIGH,Usuario con permisos excesivos: ConectorCloud,"{'user_id': '2d5502377631460c9601244670a8aa1c', 'user_name': 'ConectorCloud', 'excessive_actions': ['*:*:*', 'iam:*', 'vpc:*', 'ecs:*'], 'groups': ['admin']}",2025-08-18T17:01:39.657414
IAM-001,CRITICAL,Usuario con acceso administrador: diegogarone,"{'user_id': '08450e873d00f5051fefc01364c4b18b', 'user_name': 'diegogarone', 'permission_sources': ['group:admin'], 'groups': ['admin']}",2025-08-18T17:01:41.088663
IAM-001,HIGH,Usuario con acceso a múltiples servicios privilegiados: diegogarone,"{'user_id': '08450e873d00f5051fefc01364c4b18b', 'user_name': 'diegogarone', 'privileged_services': ['iam_admin', 'ecs', 'vpc', 'iam'], 'count': 4, 'groups': ['admin']}",2025-08-18T17:01:41.088852
IAM-006,HIGH,Usuario con permisos excesivos: diegogarone,"{'user_id': '08450e873d00f5051fefc01364c4b18b', 'user_name': 'diegogarone', 'excessive_actions': ['*:*:*', 'iam:*', 'vpc:*', 'ecs:*'], 'groups': ['admin']}",2025-08-18T17:01:41.088955
IAM-001,CRITICAL,Usuario con acceso administrador: emilianosilva,"{'user_id': 'ab66dc6fc98745bfa87f539d8e64aca2', 'user_name': 'emilianosilva', 'permission_sources': ['group:admin'], 'groups': ['admin']}",2025-08-18T17:01:41.799505
IAM-001,HIGH,Usuario con acceso a múltiples servicios privilegiados: emilianosilva,"{'user_id': 'ab66dc6fc98745bfa87f539d8e64aca2', 'user_name': 'emilianosilva', 'privileged_services': ['iam_admin', 'ecs', 'vpc', 'iam'], 'count': 4, 'groups': ['admin']}",2025-08-18T17:01:41.799753
IAM-006,HIGH,Usuario con permisos excesivos: emilianosilva,"{'user_id': 'ab66dc6fc98745bfa87f539d8e64aca2', 'user_name': 'emilianosilva', 'excessive_actions': ['*:*:*', 'iam:*', 'vpc:*', 'ecs:*'], 'groups': ['admin']}",2025-08-18T17:01:41.799861
IAM-001,CRITICAL,Usuario con acceso administrador: Florencia Pavon,"{'user_id': 'e84771c7285a47939e6895479962ddd0', 'user_name': 'Florencia Pavon', 'permission_sources': ['group:admin'], 'groups': ['admin']}",2025-08-18T17:01:42.521371
IAM-001,HIGH,Usuario con acceso a múltiples servicios privilegiados: Florencia Pavon,"{'user_id': 'e84771c7285a47939e6895479962ddd0', 'user_name': 'Florencia Pavon', 'privileged_services': ['iam_admin', 'ecs', 'vpc', 'iam'], 'count': 4, 'groups': ['admin']}",2025-08-18T17:01:42.521813
